Column,Column_Label,Column_Alias,Column_Dtype,Value_Range,Value_PreRepl,Value_PreFill,Is_Use
cf003_4_5_,配偶(过去一年)照看来自子女5家的孙子女的平均小时数/周,sgkcarewh_5,Int,"(1,140)",,,True
cf003_4_6_,配偶(过去一年)照看来自子女6家的孙子女的平均小时数/周,sgkcarewh_6,Int,"(1,140)",,,True
cf003_4_7_,配偶(过去一年)照看来自子女7家的孙子女的平均小时数/周,sgkcarewh_7,Int,"(1,140)",,,True
cf003_4_8_,配偶(过去一年)照看来自子女8家的孙子女的平均小时数/周,sgkcarewh_8,Int,"(1,140)",,,True
cf003_4_9_,配偶(过去一年)照看来自子女9家的孙子女的平均小时数/周,sgkcarewh_9,Int,"(1,140)",,,True
cf003_4_10_,配偶(过去一年)照看来自子女10家的孙子女的平均小时数/周,sgkcarewh_10,Int,"(1,140)",,,True
cf003_4_11_,配偶(过去一年)照看来自子女11家的孙子女的平均小时数/周,sgkcarewh_11,Int,"(1,140)",,,True
,,,,,,,
,,,,,,,

