Column,Column_Label,Column_Alias,Column_Dtype,Value_Range,Value_PreRepl,Value_PreFill,Is_Use
cf003_2_13_,家庭受访者照看来自子女13家的孙子女的平均小时数/周,rgkcarewh_13,Int,"(1,140)",,,True
cf003_3_1_,家庭受访者的配偶照看来自子女1家的孙子女的平均周数/年,sgkcarew_1,Int,"(1,52)",,,True
cf003_3_2_,家庭受访者的配偶照看来自子女2家的孙子女的平均周数/年,sgkcarew_2,Int,"(1,52)",,,True
cf003_3_3_,家庭受访者的配偶照看来自子女3家的孙子女的平均周数/年,sgkcarew_3,Int,"(1,52)",,,True
cf003_3_4_,家庭受访者的配偶照看来自子女4家的孙子女的平均周数/年,sgkcarew_4,Int,"(1,52)",,,True
cf003_3_5_,家庭受访者的配偶照看来自子女5家的孙子女的平均周数/年,sgkcarew_5,Int,"(1,52)",,,True
cf003_3_6_,家庭受访者的配偶照看来自子女6家的孙子女的平均周数/年,sgkcarew_6,Int,"(1,52)",,,True
cf003_3_7_,家庭受访者的配偶照看来自子女7家的孙子女的平均周数/年,sgkcarew_7,Int,"(1,52)",,,True
cf003_3_8_,家庭受访者的配偶照看来自子女8家的孙子女的平均周数/年,sgkcarew_8,Int,"(1,52)",,,True
cf003_3_9_,家庭受访者的配偶照看来自子女9家的孙子女的平均周数/年,sgkcarew_9,Int,"(1,52)",,,True
cf003_3_10_,家庭受访者的配偶照看来自子女10家的孙子女的平均周数/年,sgkcarew_10,Int,"(1,52)",,,True
cf003_3_11_,家庭受访者的配偶照看来自子女11家的孙子女的平均周数/年,sgkcarew_11,Int,"(1,52)",,,True
cf003_3_13_,家庭受访者的配偶照看来自子女13家的孙子女的平均周数/年,sgkcarew_13,Int,"(1,52)",,,True
cf003_4_1_,家庭受访者的配偶照看来自子女1家的孙子女的平均小时数/周,sgkcarewh_1,Int,"(1,140)",,,True
cf003_4_2_,家庭受访者的配偶照看来自子女2家的孙子女的平均小时数/周,sgkcarewh_2,Int,"(1,140)",,,True
cf003_4_3_,家庭受访者的配偶照看来自子女3家的孙子女的平均小时数/周,sgkcarewh_3,Int,"(1,140)",,,True
cf003_4_4_,家庭受访者的配偶照看来自子女4家的孙子女的平均小时数/周,sgkcarewh_4,Int,"(1,140)",,,True
cf003_4_5_,家庭受访者的配偶照看来自子女5家的孙子女的平均小时数/周,sgkcarewh_5,Int,"(1,140)",,,True
cf003_4_6_,家庭受访者的配偶照看来自子女6家的孙子女的平均小时数/周,sgkcarewh_6,Int,"(1,140)",,,True
cf003_4_7_,家庭受访者的配偶照看来自子女7家的孙子女的平均小时数/周,sgkcarewh_7,Int,"(1,140)",,,True
cf003_4_8_,家庭受访者的配偶照看来自子女8家的孙子女的平均小时数/周,sgkcarewh_8,Int,"(1,140)",,,True
cf003_4_9_,家庭受访者的配偶照看来自子女9家的孙子女的平均小时数/周,sgkcarewh_9,Int,"(1,140)",,,True
cf003_4_10_,家庭受访者的配偶照看来自子女10家的孙子女的平均小时数/周,sgkcarewh_10,Int,"(1,140)",,,True
cf003_4_11_,家庭受访者的配偶照看来自子女11家的孙子女的平均小时数/周,sgkcarewh_11,Int,"(1,140)",,,True
cf003_4_13_,家庭受访者的配偶照看来自子女13家的孙子女的平均小时数/周,sgkcarewh_13,Int,"(1,140)",,,True
,,,,,,,
,,,,,,,

