Column,Column_Label,Column_Alias,Column_Dtype,Value_Range,Value_PreRepl,Value_PreFill,Is_Use
cf002s21,家庭受访者(或配偶)是否照看过来自子女21家的孙辈,hgkcarek_21,Cat,"{0:'No',1:'Yes'}",,No,True
cf002s22,家庭受访者(或配偶)是否照看过来自子女22家的孙辈,hgkcarek_22,Cat,"{0:'No',1:'Yes'}",,No,True
cf002s23,家庭受访者(或配偶)是否照看过来自子女23家的孙辈,hgkcarek_23,Cat,"{0:'No',1:'Yes'}",,No,True
cf002s24,家庭受访者(或配偶)是否照看过来自子女24家的孙辈,hgkcarek_24,Cat,"{0:'No',1:'Yes'}",,No,True
cf002s25,家庭受访者(或配偶)是否照看过来自子女25家的孙辈,hgkcarek_25,Cat,"{0:'No',1:'Yes'}",,No,True
cf002s26,家庭受访者(或配偶)是否照看过来自子女26家的孙辈,hgkcarek_26,Cat,"{0:'No',1:'Yes'}","{'26 Deceased Children':'Yes'}",No,True
cf002s27,家庭受访者(或配偶)是否照看过来自子女27家的孙辈,hgkcarek_27,Cat,"{0:'No',1:'Yes'}","{'27 Others':'Yes'}",No,True
cf003_1_1_,家庭受访者照看来自子女1家的孙辈的平均周数/年,rgkcarew_1,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_2_,家庭受访者照看来自子女2家的孙辈的平均周数/年,rgkcarew_2,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_3_,家庭受访者照看来自子女3家的孙辈的平均周数/年,rgkcarew_3,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_4_,家庭受访者照看来自子女4家的孙辈的平均周数/年,rgkcarew_4,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_5_,家庭受访者照看来自子女5家的孙辈的平均周数/年,rgkcarew_5,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_6_,家庭受访者照看来自子女6家的孙辈的平均周数/年,rgkcarew_6,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_7_,家庭受访者照看来自子女7家的孙辈的平均周数/年,rgkcarew_7,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_8_,家庭受访者照看来自子女8家的孙辈的平均周数/年,rgkcarew_8,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_26_,家庭受访者照看来自子女26家的孙辈的平均周数/年,rgkcarew_26,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_27_,家庭受访者照看来自子女27家的孙辈的平均周数/年,rgkcarew_27,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_1_28_,家庭受访者照看来自子女28家的孙辈的平均周数/年,rgkcarew_28,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_1_,家庭受访者照看来自子女1家的孙辈的平均小时数/周,rgkcarewh_1,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_2_,家庭受访者照看来自子女2家的孙辈的平均小时数/周,rgkcarewh_2,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_3_,家庭受访者照看来自子女3家的孙辈的平均小时数/周,rgkcarewh_3,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_4_,家庭受访者照看来自子女4家的孙辈的平均小时数/周,rgkcarewh_4,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_5_,家庭受访者照看来自子女5家的孙辈的平均小时数/周,rgkcarewh_5,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_6_,家庭受访者照看来自子女6家的孙辈的平均小时数/周,rgkcarewh_6,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_7_,家庭受访者照看来自子女7家的孙辈的平均小时数/周,rgkcarewh_7,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_8_,家庭受访者照看来自子女8家的孙辈的平均小时数/周,rgkcarewh_8,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_26_,家庭受访者照看来自子女26家的孙辈的平均小时数/周,rgkcarewh_26,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_27_,家庭受访者照看来自子女27家的孙辈的平均小时数/周,rgkcarewh_27,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_2_28_,家庭受访者照看来自子女28家的孙辈的平均小时数/周,rgkcarewh_28,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_1_,家庭受访者的配偶照看来自子女1家的孙辈的平均周数/年,sgkcarew_1,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_2_,家庭受访者的配偶照看来自子女2家的孙辈的平均周数/年,sgkcarew_2,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_3_,家庭受访者的配偶照看来自子女3家的孙辈的平均周数/年,sgkcarew_3,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_4_,家庭受访者的配偶照看来自子女4家的孙辈的平均周数/年,sgkcarew_4,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_5_,家庭受访者的配偶照看来自子女5家的孙辈的平均周数/年,sgkcarew_5,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_6_,家庭受访者的配偶照看来自子女6家的孙辈的平均周数/年,sgkcarew_6,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_7_,家庭受访者的配偶照看来自子女7家的孙辈的平均周数/年,sgkcarew_7,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_8_,家庭受访者的配偶照看来自子女8家的孙辈的平均周数/年,sgkcarew_8,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_26_,家庭受访者的配偶照看来自子女26家的孙辈的平均周数/年,sgkcarew_26,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_27_,家庭受访者的配偶照看来自子女27家的孙辈的平均周数/年,sgkcarew_27,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_3_28_,家庭受访者的配偶照看来自子女28家的孙辈的平均周数/年,sgkcarew_28,Int,"(1,52)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_1_,家庭受访者的配偶照看来自子女1家的孙辈的平均小时数/周,sgkcarewh_1,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_2_,家庭受访者的配偶照看来自子女2家的孙辈的平均小时数/周,sgkcarewh_2,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_3_,家庭受访者的配偶照看来自子女3家的孙辈的平均小时数/周,sgkcarewh_3,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_4_,家庭受访者的配偶照看来自子女4家的孙辈的平均小时数/周,sgkcarewh_4,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_5_,家庭受访者的配偶照看来自子女5家的孙辈的平均小时数/周,sgkcarewh_5,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_6_,家庭受访者的配偶照看来自子女6家的孙辈的平均小时数/周,sgkcarewh_6,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_7_,家庭受访者的配偶照看来自子女7家的孙辈的平均小时数/周,sgkcarewh_7,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_8_,家庭受访者的配偶照看来自子女8家的孙辈的平均小时数/周,sgkcarewh_8,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_26_,家庭受访者的配偶照看来自子女26家的孙辈的平均小时数/周,sgkcarewh_26,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_27_,家庭受访者的配偶照看来自子女27家的孙辈的平均小时数/周,sgkcarewh_27,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True
cf003_4_28_,家庭受访者的配偶照看来自子女28家的孙辈的平均小时数/周,sgkcarewh_28,Int,"(1,140)","{'.d':'-1','.r':'-1','.e':'0'}",,True

